00:01.852  blend            | Read blend: "/Users/yl222/Desktop/UrbanWorldModelVisualizer/geometry_expansion/output/batch02_v1/master.blend"
05:11:19 | INFO: Data are loaded, start creating Blender stuff
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | pierced masonry
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | pipe brackets
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | plain floor band
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | projecting sills
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | rainwater downpipes
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | recessed door
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | recessed glazing
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | simple eaves
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | threshold
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | window mullions
05:11:19 | INFO: Blender create Mesh node 41–45 Jay Mews | window transoms
05:11:19 | INFO: glTF import finished in 0.17s
{"passed": true, "buildings": [{"building_id": "way-641757059", "entrances": [{"threshold_xyz": [836.927978515625, 15.45278549194336, 0.04954460263252258], "rays": 25, "checked_width_m": 0.9900283162510799}, {"threshold_xyz": [850.0665893554688, 6.052755832672119, 0.04954460263252258], "rays": 25, "checked_width_m": 0.9900283162510781}], "roof_coverage_samples": 144, "footprint_area_m2": 258.235771127092}, {"building_id": "way-117010286", "entrances": [{"threshold_xyz": [546.6080932617188, 25.125274658203125, 0.04946363344788551], "rays": 25, "checked_width_m": 0.9887730234401484}], "roof_coverage_samples": 190, "footprint_area_m2": 335.1411540037893}, {"building_id": "way-117417421", "entrances": [{"threshold_xyz": [489.53411865234375, 109.79207611083984, 0.0501653254032135], "rays": 25, "checked_width_m": 0.9887051118960359}], "roof_coverage_samples": 223, "footprint_area_m2": 389.97658080189694}], "material_values_roundtrip_passed": true, "master_sha256": "490fac037508cc811a851d9589a597655e18e902359b677897fba1c4cb8924ee", "replacement_sha256": "2d1e861c911e86b2ab157d67870e7a7a68ab4fc360ee9ed6c6dc142a9ad2e559", "scope": "Exterior entry clearance before intentionally closed door assemblies, sampled mapped roof coverage and PBR round-trip. Not a survey or accessibility certification."}
Blender 5.2.0 LTS (hash fbe6228777e7 built 2026-07-14 01:31:22)

Blender quit
