00:02.454  blend            | Read blend: "/Users/yl222/Desktop/UrbanWorldModelVisualizer/geometry_expansion/output/batch15_v1/master.blend"
14:34:27 | INFO: Data are loaded, start creating Blender stuff
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | window mullions
14:34:27 | INFO: Blender create Mesh node 6 Queens Gate | window transoms
14:34:27 | INFO: Blender create Mesh node finite additional entry support
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | capital leaf blocks
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | central triangular pediment
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | complete seven-point concave roof deck
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | continuous stone balcony deck
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | continuous stone balcony handrail
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | Corinthian pilaster shafts
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | Corinthian simplified capitals
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | Corinthian simplified pilaster bases
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | door hardware
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | door recessed lower panel
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | door recessed upper panel
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | end terrace rusticated quoins
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | entrance leaves
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | entry transom
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | fifth-storey cornice brackets
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | first order window entablature
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | flush threshold
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | ground rustication arrises
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | Ionic capital volutes
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | Ionic porch abacus
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | Ionic porch entablature
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | Ionic porch plinth
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | Ionic porch shafts
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | low hidden roof parapet
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | painted sash frames
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | pierced muted masonry facades
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | plain brick plinth
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | plain eaves and floor course
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | plain entrance jambs
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | plain entrance lintel
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | plain sash mullions
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | plain sash transoms
14:34:27 | INFO: Blender create Mesh node finite porch support
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | recessed townhouse sash glazing
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | second-floor window hood
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | shallow parapet coping
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | stone balcony end piers
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | stone turned balcony balusters
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | stone window sills
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | subtle brick headers
14:34:27 | INFO: Blender create Mesh node finite entry approach from audited ground.001
14:34:27 | INFO: Blender create Mesh node 25 Princes Gate | window entablature dentils
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | architrave head
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | architrave upright
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | central second floor pediment
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | complete concave mapped roof deck
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | continuous first floor balcony deck
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | continuous first floor balustrade rail
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | continuous mitred contained stringcourse
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | cornice modillions
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | cornice window hoods
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | door leaf panel mouldings
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | door leaf transom rail
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | entrance glazed transom
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | entrance head frame
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | entrance jamb
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | entrance stone head
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | entrance stone surrounds
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | estimated front rear roof parapet
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | first floor bottle balusters
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | first floor Corinthian shafts
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | first floor French casement mullion
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | front bracketed frieze
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | front projecting cornice
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | front rear coping
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | ground stucco channel courses
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | pierced wall lintel infill
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | pierced wall piers
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | pierced wall sill infill
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | projecting stone sill
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | recessed sash glazing
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | sash meeting and bottom rails
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | second floor balcony rail
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | second floor balcony sill
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | second floor bottle balusters
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | simplified Corinthian leaf blocks
14:34:27 | INFO: Blender create Mesh node finite entry approach from audited ground
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | timber sash side frames
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | timber sash upper rail
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | window hood corbels
14:34:27 | INFO: Blender create Mesh node 48 Princes Gardens | wood entrance leaf
14:34:27 | INFO: glTF import finished in 0.12s
{"passed": true, "buildings": [{"building_id": "way-640808105", "entrances": [{"threshold_xyz": [951.3180541992188, -204.6912384033203, 0.0002403065882390365], "rays": 25, "checked_width_m": 0.989627403645104}], "entrance_check_status": "checked", "porch_support_samples": 0, "approach_profile_samples": 18, "passages": [], "shared_wall_samples": 40, "roof_coverage_samples": 119, "footprint_area_m2": 219.96420182219276}, {"building_id": "way-640097055", "entrances": [{"threshold_xyz": [927.9520263671875, 120.12104797363281, 5.9835099818883464e-05], "rays": 25, "checked_width_m": 0.9905944304296692}, {"threshold_xyz": [930.1260986328125, 152.14736938476562, 5.9835099818883464e-05], "rays": 25, "checked_width_m": 1.0}], "entrance_check_status": "checked", "porch_support_samples": 4, "approach_profile_samples": 0, "passages": [], "shared_wall_samples": 80, "roof_coverage_samples": 251, "footprint_area_m2": 437.75103963089794}, {"building_id": "way-809238786", "entrances": [{"threshold_xyz": [441.4051208496094, 9.028875350952148, -0.00038493130705319345], "rays": 25, "checked_width_m": 0.9894921065570113}], "entrance_check_status": "checked", "porch_support_samples": 0, "approach_profile_samples": 0, "passages": [], "shared_wall_samples": 40, "roof_coverage_samples": 74, "footprint_area_m2": 145.80214085789518}], "material_values_roundtrip_passed": true, "master_sha256": "0975e7691be2286fd970594bb3c027715dbb2f77d13d6a91e9058ff8f6a737dd", "replacement_sha256": "b5b51ad4b240a910b6f69c46e6eb227df3491abb0f0dc75bc2407ad4f072a1f8", "scope": "Exterior entry clearance before intentionally closed door assemblies, sampled mapped roof coverage and PBR round-trip. Not a survey or accessibility certification."}
Blender 5.2.0 LTS (hash fbe6228777e7 built 2026-07-14 01:31:22)

Blender quit
