00:00.410  blend            | Read blend: "/Users/yl222/Desktop/UrbanWorldModelVisualizer/geometry_expansion/output/batch18_v1/master.blend"
16:15:25 | INFO: Data are loaded, start creating Blender stuff
16:15:25 | INFO: Blender create Mesh node 20 Queen’s Gate Place Mews | plain brick plinth
16:15:25 | INFO: Blender create Mesh node 20 Queen’s Gate Place Mews | plain eaves and floor course
16:15:25 | INFO: Blender create Mesh node 20 Queen’s Gate Place Mews | plain entrance jambs
16:15:25 | INFO: Blender create Mesh node 20 Queen’s Gate Place Mews | plain entrance lintel
16:15:25 | INFO: Blender create Mesh node 20 Queen’s Gate Place Mews | plain sash transoms
16:15:25 | INFO: Blender create Mesh node 20 Queen’s Gate Place Mews | recessed paired mews glazing
16:15:25 | INFO: Blender create Mesh node 20 Queen’s Gate Place Mews | stone window sills
16:15:25 | INFO: Blender create Mesh node 20 Queen’s Gate Place Mews | subtle brick headers
16:15:25 | INFO: glTF import finished in 0.04s
{"passed": true, "buildings": [{"building_id": "way-851362838", "entrances": [{"threshold_xyz": [985.93017578125, -251.7347869873047, -0.00022573860769625753], "rays": 25, "checked_width_m": 0.9901010205881584}], "entrance_check_status": "checked", "porch_support_samples": 0, "approach_profile_samples": 0, "passages": [], "shared_wall_samples": 60, "roof_coverage_samples": 31, "footprint_area_m2": 62.76753785811022}, {"building_id": "way-810633528", "entrances": [{"threshold_xyz": [466.22662353515625, -484.2781982421875, 0.00023720267927274108], "rays": 25, "checked_width_m": 0.9894054942073491}], "entrance_check_status": "checked", "porch_support_samples": 0, "approach_profile_samples": 0, "passages": [], "shared_wall_samples": 40, "roof_coverage_samples": 64, "footprint_area_m2": 121.50461605639966}, {"building_id": "way-810633522", "entrances": [{"threshold_xyz": [477.3897399902344, -441.6552429199219, -1.5894287571427412e-05], "rays": 25, "checked_width_m": 0.9891375781343779}], "entrance_check_status": "checked", "porch_support_samples": 0, "approach_profile_samples": 0, "passages": [], "shared_wall_samples": 40, "roof_coverage_samples": 53, "footprint_area_m2": 105.88233036806257}], "material_values_roundtrip_passed": true, "master_sha256": "f0ac7b16070ff1782ca85dd9c077b36487d0ead76a5529449739c0cddf0d00bc", "replacement_sha256": "0075c3f6819c66939731d6e5e35c1f8b7ed5568f2aed915cde3e04d2e7f714ce", "scope": "Exterior entry clearance before intentionally closed door assemblies, sampled mapped roof coverage and PBR round-trip. Not a survey or accessibility certification."}
Blender 5.2.0 LTS (hash fbe6228777e7 built 2026-07-14 01:31:22)

Blender quit
