00:00.639  blend            | Read blend: "/Users/yl222/Desktop/UrbanWorldModelVisualizer/geometry_expansion/output/batch04_v1/master.blend"
10:55:10 | INFO: Data are loaded, start creating Blender stuff
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | door transom
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | flush floor course
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | inward eaves
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | lintels
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | low parapet
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | mitred coping
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | painted joinery
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | pierced masonry
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | pierced masonry.001
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | pipe brackets
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | projecting sills
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | rainwater downpipes
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | recessed door
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | recessed glazing
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | threshold
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | upper sash meeting rail
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | window mullions
10:55:10 | INFO: Blender create Mesh node Jay Mews 117010293 | window transoms
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | complete concave roof deck
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | courtyard stone vertical bays
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | door central stile
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | door hardware
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | dormer cap
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | dormer front sill
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | dormer rear closure
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | entrance leaves
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | entry transom
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | flush threshold
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | inset sloping roof ranges
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | pale stone plinth
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | pierced red brick facades
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | recessed courtyard sashes
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | recessed dormer glass
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | red brick roof parapet
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | small pane glazing bars
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | stone entrance entablature
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | stone entrance jambs
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | stone parapet coping
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | stone window sills
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | subtle brick headers
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | upper stone string courses
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | white dormer cheek walls
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | white dormer joinery
10:55:10 | INFO: Blender create Mesh node Princes Gate Court | white sash frames
10:55:11 | INFO: glTF import finished in 0.25s
{"passed": true, "buildings": [{"building_id": "way-642055723", "entrances": [{"threshold_xyz": [807.8050537109375, 25.55466079711914, 0.04972491040825844], "rays": 25, "checked_width_m": 0.9891657337396704}], "entrance_check_status": "checked", "shared_wall_samples": 60, "roof_coverage_samples": 88, "footprint_area_m2": 165.64427369423197}, {"building_id": "way-117010293", "entrances": [{"threshold_xyz": [537.0106811523438, -15.759922981262207, 0.04962729290127754], "rays": 25, "checked_width_m": 0.9897101427483814}], "entrance_check_status": "checked", "shared_wall_samples": 40, "roof_coverage_samples": 69, "footprint_area_m2": 129.29933246585404}, {"building_id": "way-27917475", "entrances": [{"threshold_xyz": [828.2416381835938, 81.32261657714844, 0.05183396488428116], "rays": 25, "checked_width_m": 0.9928265403988827}], "entrance_check_status": "checked", "shared_wall_samples": 20, "roof_coverage_samples": 847, "footprint_area_m2": 1454.8606976950477}], "material_values_roundtrip_passed": true, "master_sha256": "ffa18b351bc19e0656ef4e55625c56c56fff41cb3ab6910d6fec5295ebe4616f", "replacement_sha256": "e03387bf2a98b5c7280bb8f1dcc74abd94879adec439bcb64d44f3727202d40d", "scope": "Exterior entry clearance before intentionally closed door assemblies, sampled mapped roof coverage and PBR round-trip. Not a survey or accessibility certification."}
Blender 5.2.0 LTS (hash fbe6228777e7 built 2026-07-14 01:31:22)

Blender quit
