00:00.723  blend            | Read blend: "/Users/yl222/Desktop/UrbanWorldModelVisualizer/geometry_expansion/output/batch13_v1/master.blend"
12:59:38 | INFO: Data are loaded, start creating Blender stuff
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | front bracketed frieze
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | front projecting cornice
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | front rear coping
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | ground stucco channel courses
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | pierced wall lintel infill
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | pierced wall piers
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | pierced wall sill infill
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | projecting stone sill
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | recessed sash glazing
12:59:38 | INFO: Blender create Mesh node 46 Princes Gardens | sash meeting and bottom rails
12:59:39 | INFO: Blender create Mesh node 46 Princes Gardens | second floor balcony rail
12:59:39 | INFO: Blender create Mesh node 46 Princes Gardens | second floor balcony sill
12:59:39 | INFO: Blender create Mesh node 46 Princes Gardens | second floor bottle balusters
12:59:39 | INFO: Blender create Mesh node 46 Princes Gardens | simplified Corinthian leaf blocks
12:59:39 | INFO: Blender create Mesh node finite entry approach from audited ground
12:59:39 | INFO: Blender create Mesh node 46 Princes Gardens | timber sash side frames
12:59:39 | INFO: Blender create Mesh node 46 Princes Gardens | timber sash upper rail
12:59:39 | INFO: Blender create Mesh node 46 Princes Gardens | window hood corbels
12:59:39 | INFO: Blender create Mesh node 46 Princes Gardens | wood entrance leaf
12:59:39 | INFO: glTF import finished in 0.12s
{"passed": true, "buildings": [{"building_id": "way-640808101", "entrances": [{"threshold_xyz": [967.13037109375, -201.74465942382812, -0.0008496344089508057], "rays": 25, "checked_width_m": 0.98908625765961}], "entrance_check_status": "checked", "porch_support_samples": 0, "approach_profile_samples": 0, "passages": [], "shared_wall_samples": 60, "roof_coverage_samples": 134, "footprint_area_m2": 242.2803921592408}, {"building_id": "way-640097054", "entrances": [{"threshold_xyz": [919.80908203125, 150.93963623046875, 0.0004172071348875761], "rays": 25, "checked_width_m": 0.9907712589017048}], "entrance_check_status": "checked", "porch_support_samples": 4, "approach_profile_samples": 0, "passages": [], "shared_wall_samples": 100, "roof_coverage_samples": 254, "footprint_area_m2": 442.3496434520092}, {"building_id": "way-809238785", "entrances": [{"threshold_xyz": [444.9949645996094, 13.401283264160156, -0.00010720756108639762], "rays": 25, "checked_width_m": 0.9898178786648397}], "entrance_check_status": "checked", "porch_support_samples": 0, "approach_profile_samples": 0, "passages": [], "shared_wall_samples": 40, "roof_coverage_samples": 77, "footprint_area_m2": 144.62949482215762}], "material_values_roundtrip_passed": true, "master_sha256": "3c9748aa307e8cc276122d2cc2baf010c990fbf6f925aa9b59765607fb4deec4", "replacement_sha256": "c2f1654603d65c4c3276917f65f96450d3eacb5502b71daad926c574064f8edd", "scope": "Exterior entry clearance before intentionally closed door assemblies, sampled mapped roof coverage and PBR round-trip. Not a survey or accessibility certification."}
Blender 5.2.0 LTS (hash fbe6228777e7 built 2026-07-14 01:31:22)

Blender quit
